listing_id,id,reviewer_id,sentiment_score
2708,2.831919668773575e+17,185430340.92857143,4.5
5728,2.984637526695083e+17,128791472.0,4.857142857142857
5729,2.2904545532255533e+17,144583990.6470588,4.647058823529412
5891,5.949721768754698e+17,1128658.0,5.0
6931,1.7537725790801053e+17,164278116.33333334,4.333333333333333
7992,3.9443825878851584e+17,81906966.72972973,4.72972972972973
8021,6.47904883148233e+17,125550185.5,5.0
9376,3.9987259886131686e+17,153607760.75,4.5
12669,2.983726726461594e+17,136710667.7,4.1
12670,2.678982325164917e+17,130099815.33333333,3.7777777777777777
20786,3.460713443867748e+17,82181342.28125,4.8125
22355,2.4412395504087997e+17,103749940.77777778,4.777777777777778
23925,1.1173477519212083e+17,96391138.50704226,4.774647887323944
28529,3.6058406928015e+17,139013510.2142857,4.571428571428571
37298,4.8666091565824986e+17,136164961.5,5.0
38365,5.3467667793493914e+17,300326744.8,4.8
45392,4.629564013605292e+17,176170657.16666666,5.0
45417,3.608382156923259e+17,77000109.1,4.6
46446,6.978959904845032e+17,129657036.0,5.0
47078,1.8394264166437344e+16,157145151.27586207,4.482758620689655
50005,3.468528228957343e+17,147092384.2631579,4.7368421052631575
51546,2.696114634646883e+17,133648214.7,4.9
67792,3.154894835859252e+17,36561075.46666667,4.8
67956,8.948346554201544e+16,168408229.0,4.304347826086956
79502,1.7404254302158182e+17,122165624.10526316,4.473684210526316
80714,1.6554892187181053e+17,134987621.66666666,5.0
80734,3.715906753073209e+17,90343772.71428572,4.571428571428571
81530,9.758161040890107e+16,179890215.5882353,4.5588235294117645
84789,1.0005696071666008e+17,161348806.8125,4.5
86674,1.5856954332791866e+17,64455252.85714286,4.523809523809524
87595,1.4608226963386355e+17,131729210.35849057,4.566037735849057
101702,1.0274820669326982e+17,57065402.09090909,4.545454545454546
106061,5.574797077003336e+17,106864486.0,3.75
114203,5.600878309510899e+17,115230962.875,5.0
131174,6.029686249009842e+16,131685387.82222222,4.8
131557,1.4116560708304392e+17,142753662.4,4.8
131635,5.178119246137815e+17,418303302.0,4.5
138244,3.1888006162946854e+17,5257277.222222222,4.444444444444445
162047,5.137890261619393e+17,168193125.2,3.2
162651,6.60893455977043e+17,445991982.0,5.0
180912,3.546856162775689e+17,226226056.54929578,4.788732394366197
181511,3.540685310713894e+17,35107208.222222224,4.888888888888889
182650,6.290488082281746e+17,184727860.5,5.0
185536,1.88667850984767e+17,367003711.0,3.3333333333333335
191733,1.3872135443509744e+17,94664117.4,5.0
195229,5.1117914353995635e+17,113523089.75,4.875
196410,6.70357360626805e+17,119242636.0,4.0
197756,1.9599268490341872e+17,58758149.928571425,4.785714285714286
206662,4.7325009842616666e+17,106336350.8,4.8
212140,4.774413776489786e+17,98980222.2,4.8
212142,5.5385719548297024e+17,108706533.5,4.5
217666,2.363829250086105e+17,117161502.6,4.4
226517,3.2519467872682496e+17,241144335.25,5.0
229799,1.9115704600824448e+17,103165609.125,3.625
246324,4.500128140914985e+17,244087174.1372549,4.490196078431373
259679,6.804872977116827e+17,98694100.0,4.0
266412,2.320454926342977e+17,185741025.8,4.0
268130,8.074883315687946e+16,42587215.71428572,4.714285714285714
269521,3.3383346806923085e+17,38115355.0,4.666666666666667
272637,4.2615745664497914e+17,140604182.15384614,4.6923076923076925
288038,5.0731993057151014e+17,344331384.8,4.0
288061,2.790025989189644e+17,366999237.75,4.5
288779,3.496832992269402e+17,129018840.0,4.0
290530,1.5768766303770698e+17,184591963.14285713,4.428571428571429
300311,1.547328706736934e+17,205165141.5,4.25
300329,6.537037440011712e+17,449463892.0,5.0
300343,5.548800562712218e+17,348980100.0,4.0
300407,5.3226920788936064e+17,201591305.0,3.5
303611,6.163840357475443e+17,150531256.25,5.0
308584,6.587345852861606e+17,444447556.0,5.0
321599,6.783543673806031e+17,1134961.0,5.0
344646,3.778765732112123e+17,177980208.0,4.0
357323,5.098356808544881e+17,9278290.25,5.0
358575,2.8210883335841485e+17,77531274.71428572,4.0
393966,3.3638691812283216e+16,146485209.84210527,4.684210526315789
402053,2.302389221406275e+17,131790484.45,4.7
405296,6.232427733436948e+17,450624350.0,5.0
416651,5.217938518528651e+17,103341074.66666667,4.5
424928,4.5982381549785594e+17,193901004.8,4.7
435277,1.842228036731673e+17,143159050.4,4.8
440133,5.3918491084373466e+17,199864622.0,5.0
460731,2.157073940659935e+17,97701783.1111111,4.666666666666667
463903,4.4897638522420006e+17,101180399.25,4.75
472748,2.1735670435508576e+17,110200650.21428572,4.5
492235,2.788378541000836e+17,11662448.25,5.0
494305,6.138181298286121e+17,47524050.0,5.0
498342,3.972214297824811e+16,177853239.375,4.6875
499612,5.135115051884289e+17,37509020.5,5.0
504532,2.7904189836520474e+17,137540913.0,4.5
519298,2.952959480681086e+17,138976162.17647058,5.0
526012,2.9584389117696064e+17,66737165.96296296,4.802469135802469
531327,7.749102223002629e+16,165176604.7142857,4.142857142857143
533646,9.869032859288366e+16,215309626.16666666,4.25
537363,1.3892918641567739e+17,109543233.4,4.8
538568,3.204647755311292e+17,111629565.8,4.6
542016,2.7178654459730122e+17,107041592.44186047,4.674418604651163
562255,6.084279037433684e+17,91344889.5,4.5
562348,3.087196361640468e+17,213063153.7777778,4.888888888888889
564102,1.8728498952600656e+17,162910267.40625,4.28125
565836,3.842543760031164e+17,17395461.25,5.0
565873,2.1330479182788342e+17,70389586.16666667,4.666666666666667
578100,7.989934440777091e+16,114042578.375,4.625
594777,4.779754485171963e+17,330320671.25,4.0
598240,3.083687558185954e+17,48426163.5,4.5
606666,3.370954891799005e+17,216627438.83333334,4.5
622766,2.68021711274193e+17,105950698.57142857,4.714285714285714
625983,2.6564102866201472e+17,250230815.5,4.5
636629,3.326357909591771e+17,233797017.9,4.5
643453,5.882385977921284e+17,91490907.66666667,4.333333333333333
644008,6.840066106771524e+16,155242621.875,4.5
644009,8.191201537660256e+16,200089949.7037037,4.296296296296297
646570,2.096298892521596e+17,63532509.375,3.875
649736,5.539403104650781e+17,203461983.2,4.6
661903,6.845950741722817e+16,135076755.67857143,4.285714285714286
668111,1.8480836724415062e+17,84825901.0,4.833333333333333
669808,1.4723490637753875e+17,297234474.0,4.571428571428571
669825,3.217533911793108e+17,335861162.2,4.4
686348,2.3700060425666765e+17,118787972.42857143,4.857142857142857
687106,2.1045402532470026e+17,119111735.4,4.2
688048,6.464769228305887e+17,409457277.0,5.0
692712,5.246779312234566e+17,138807547.5,4.5
693919,3.126498837915932e+17,31644173.0,4.2
696061,3.787591627218439e+17,199478294.33333334,4.333333333333333
696078,5.866643501587164e+17,230092739.5,5.0
697215,3.2456836136203104e+17,177276290.7142857,4.857142857142857
700798,4.525893045399095e+17,41566159.25,4.0
704727,4.3170773446317754e+17,127353197.66666667,4.666666666666667
713490,1.4859953435526822e+17,90277704.35294117,4.294117647058823
719115,3.538302625203725e+17,247737321.0,4.75
720051,2.656039535461014e+17,272679086.6666667,3.5
729486,5.242309620861194e+17,163667502.8,4.6
733051,1.3897575648591947e+17,39013337.75,5.0
734774,3.1991832309980915e+17,224172296.7142857,4.428571428571429
734823,3.017439941996408e+17,99668081.625,4.75
739143,2.9238959516332045e+17,158483787.92307693,4.461538461538462
742791,5.769228759795841e+17,10747342.0,4.0
745011,4.217607962664919e+17,142320518.5,4.75
746876,3.398956182130435e+17,151107709.0,5.0
752388,5.6165820295507144e+16,122747819.32608695,4.739130434782608
770046,1.0148182718711954e+17,89484038.77777778,4.37037037037037
776201,6.439204990083241e+17,230572608.0,5.0
779058,1.8490667495173856e+17,198519296.66666666,4.6
781722,2.7992364492425872e+17,74156290.75,4.75
783158,1.8504967304081162e+17,167018081.0,4.333333333333333
792198,1.3516019036242242e+17,51132855.222222224,4.222222222222222
808891,2.710073129191216e+17,136681311.75,3.625
828216,1.3290492396807568e+17,144800350.0,4.375
830871,1.3173531546528677e+17,318799007.3333333,4.555555555555555
832900,2.1243149957739062e+17,147685394.5301205,4.831325301204819
838943,6.387347400142857e+17,76901123.33333333,4.333333333333333
840496,4.0601613053178554e+17,122589155.33333333,4.666666666666667
860778,3.614362969092194e+17,178277171.92857143,4.214285714285714
862074,4.264736036053942e+17,216773139.2222222,3.888888888888889
882158,2.2806849638618582e+17,109442772.14285715,4.714285714285714
882333,3.0836000926889114e+17,171498746.0,4.5
892469,5.52278718183434e+16,130916557.2,4.9
893506,5.836436081700996e+17,261411925.0,4.833333333333333
893786,6.33854104955738e+17,138375330.33333334,5.0
913055,3.4741411079961216e+17,130813492.875,3.375
920895,2.931904383620565e+17,169764914.57142857,4.428571428571429
921737,3.692483960150187e+17,147403273.33333334,4.833333333333333
921738,4.3886943054152544e+17,146520938.42857143,4.428571428571429
926060,5.216039417484531e+17,228538442.75,5.0
932354,2.1919590707062883e+17,74175391.75,4.645833333333333
